BNS,Bank Nova Scotia Halifax Pfd 3,
Date,Price,Annualized Dividend
06/13/2001,5.62,1.9100000000000001
06/14/2001,5.71,1.9100000000000001
06/14/2001,5.73,1.9100000000000001
06/15/2001,5.75,1.9100000000000001
06/15/2001,5.75,1.9100000000000001
06/18/2001,5.65,1.9100000000000001
06/18/2001,5.65,1.9100000000000001
06/19/2001,5.65,1.9100000000000001
06/19/2001,5.65,1.9100000000000001
06/20/2001,5.65,1.9100000000000001
06/20/2001,5.65,1.9100000000000001
06/21/2001,5.65,1.9100000000000001
06/21/2001,5.65,1.9100000000000001
06/22/2001,5.65,1.9100000000000001
06/22/2001,5.65,1.9100000000000001
06/25/2001,5.65,1.9100000000000001
06/25/2001,5.65,1.9100000000000001
06/26/2001,5.85,1.9100000000000001
06/26/2001,5.85,1.9100000000000001
06/27/2001,5.73,1.9100000000000001
06/27/2001,5.73,1.9100000000000001
06/28/2001,5.85,1.7400000000000002
06/28/2001,5.85,1.7400000000000002
06/29/2001,5.85,1.7400000000000002
06/29/2001,5.85,1.7400000000000002
07/02/2001,5.82,1.7400000000000002
07/02/2001,5.82,1.7400000000000002
07/03/2001,5.82,1.7400000000000002
07/03/2001,5.82,1.7400000000000002
07/05/2001,5.82,1.7400000000000002
07/05/2001,5.82,1.7400000000000002
07/06/2001,5.98,1.7400000000000002
07/06/2001,5.98,1.7400000000000002
07/09/2001,5.97,1.7400000000000002
07/09/2001,5.97,1.7400000000000002
07/10/2001,6.0,1.7400000000000002
07/10/2001,6.0,1.7400000000000002
07/11/2001,6.0,1.7400000000000002
07/11/2001,6.0,1.7400000000000002
07/12/2001,6.0,1.7400000000000002
07/12/2001,6.0,1.7400000000000002
07/13/2001,6.0,1.7400000000000002
07/13/2001,6.0,1.7400000000000002
07/16/2001,6.0,1.7400000000000002
07/16/2001,6.0,1.7400000000000002
07/17/2001,6.0,1.7400000000000002
07/17/2001,6.0,1.7400000000000002
07/18/2001,6.0,1.7400000000000002
07/18/2001,6.0,1.7400000000000002
07/19/2001,6.0,1.7400000000000002
07/19/2001,6.0,1.7400000000000002
07/20/2001,5.87,1.7400000000000002
07/20/2001,5.87,1.7400000000000002
07/23/2001,5.87,1.7400000000000002
07/23/2001,5.87,1.7400000000000002
07/24/2001,5.87,1.7400000000000002
07/24/2001,5.87,1.7400000000000002
07/25/2001,5.87,1.7400000000000002
07/25/2001,5.87,1.7400000000000002
07/26/2001,5.87,1.7400000000000002
07/26/2001,5.82,1.7400000000000002
07/27/2001,5.82,1.7400000000000002
07/27/2001,5.82,1.7400000000000002
07/30/2001,5.82,1.7400000000000002
07/30/2001,5.82,1.7400000000000002
07/31/2001,5.82,1.7400000000000002
07/31/2001,5.82,1.7400000000000002
08/01/2001,5.84,1.7400000000000002
08/01/2001,5.84,1.7400000000000002
08/02/2001,5.84,1.7400000000000002
08/02/2001,5.84,1.7400000000000002
08/03/2001,5.92,1.7400000000000002
08/03/2001,5.92,1.7400000000000002
08/06/2001,5.98,1.7400000000000002
08/06/2001,5.98,1.7400000000000002
08/07/2001,5.98,1.7400000000000002
08/07/2001,5.98,1.7400000000000002
08/08/2001,5.98,1.7400000000000002
08/08/2001,5.98,1.7400000000000002
08/09/2001,5.98,1.7400000000000002
08/09/2001,5.98,1.7400000000000002
08/10/2001,6.0,1.7400000000000002
08/10/2001,6.0,1.7400000000000002
08/13/2001,6.0,1.7400000000000002
08/13/2001,6.0,1.7400000000000002
08/14/2001,6.0,1.7400000000000002
08/14/2001,6.0,1.7400000000000002
08/15/2001,6.07,1.7400000000000002
08/15/2001,6.07,1.7400000000000002
08/16/2001,6.06,1.7400000000000002
08/16/2001,6.06,1.7400000000000002
08/17/2001,6.06,1.7400000000000002
08/17/2001,6.06,1.7400000000000002
08/20/2001,6.06,1.7400000000000002
08/20/2001,6.06,1.7400000000000002
08/21/2001,6.0,1.7400000000000002
08/21/2001,6.0,1.7400000000000002
08/22/2001,6.0,1.7400000000000002
08/22/2001,6.0,1.7400000000000002
08/23/2001,6.0,1.7400000000000002
08/23/2001,6.0,1.7400000000000002
08/24/2001,6.12,1.7400000000000002
08/24/2001,6.12,1.7400000000000002
08/27/2001,6.2,1.7400000000000002
08/27/2001,6.2,1.7400000000000002
08/28/2001,6.3,1.7400000000000002
08/28/2001,6.3,1.7400000000000002
08/29/2001,6.3,1.7400000000000002
08/29/2001,6.35,1.7400000000000002
08/30/2001,6.3,1.7400000000000002
08/30/2001,6.3,1.7400000000000002
08/31/2001,6.3,1.7400000000000002
08/31/2001,6.3,1.7400000000000002
09/04/2001,6.18,1.7400000000000002
09/04/2001,6.18,1.7400000000000002
09/05/2001,6.18,1.7400000000000002
09/05/2001,6.18,1.7400000000000002
09/06/2001,6.09,1.7400000000000002
09/06/2001,6.09,1.7400000000000002
09/07/2001,6.16,1.7400000000000002
09/07/2001,6.18,1.7400000000000002
09/10/2001,6.18,1.7400000000000002
09/10/2001,6.18,1.7400000000000002
09/17/2001,6.18,1.7400000000000002
09/17/2001,6.18,1.7400000000000002
09/18/2001,6.18,1.7400000000000002
09/18/2001,6.18,1.7400000000000002
09/19/2001,6.18,1.7400000000000002
09/19/2001,6.18,1.7400000000000002
09/20/2001,5.79,1.7400000000000002
09/20/2001,5.79,1.7400000000000002
09/21/2001,5.59,1.7400000000000002
09/21/2001,5.58,1.7400000000000002
09/24/2001,5.58,1.7400000000000002
09/24/2001,5.53,1.7400000000000002
09/25/2001,5.53,1.7400000000000002
09/25/2001,5.53,1.7400000000000002
09/26/2001,5.79,1.7400000000000002
09/26/2001,5.8,1.7400000000000002
09/27/2001,5.76,1.7400000000000002
09/27/2001,5.76,1.7400000000000002
09/28/2001,5.89,1.5200000000000002
09/28/2001,5.89,1.5200000000000002
10/01/2001,5.89,1.5200000000000002
10/01/2001,5.89,1.5200000000000002
10/02/2001,5.83,1.5200000000000002
10/02/2001,5.83,1.5200000000000002
10/03/2001,5.94,1.5200000000000002
10/03/2001,5.94,1.5200000000000002
10/04/2001,5.94,1.5200000000000002
10/04/2001,5.94,1.5200000000000002
10/05/2001,5.94,1.5200000000000002
10/05/2001,5.94,1.5200000000000002
10/08/2001,5.94,1.5200000000000002
10/08/2001,5.94,1.5200000000000002
10/09/2001,5.94,1.5200000000000002
10/09/2001,5.94,1.5200000000000002
10/10/2001,5.86,1.5200000000000002
10/10/2001,5.86,1.5200000000000002
10/11/2001,5.86,1.5200000000000002
10/11/2001,5.86,1.5200000000000002
10/12/2001,5.86,1.5200000000000002
10/12/2001,5.86,1.5200000000000002
10/15/2001,5.86,1.5200000000000002
10/15/2001,5.86,1.5200000000000002
10/16/2001,5.77,1.5200000000000002
10/16/2001,5.77,1.5200000000000002
10/17/2001,5.77,1.5200000000000002
10/17/2001,5.77,1.5200000000000002
10/18/2001,5.77,1.5200000000000002
10/18/2001,5.77,1.5200000000000002
10/19/2001,5.77,1.5200000000000002
10/19/2001,5.77,1.5200000000000002
10/22/2001,5.77,1.5200000000000002
10/22/2001,5.77,1.5200000000000002
10/23/2001,5.77,1.5200000000000002
10/23/2001,5.77,1.5200000000000002
10/24/2001,5.77,1.5200000000000002
10/24/2001,5.77,1.5200000000000002
10/25/2001,5.77,1.5200000000000002
10/25/2001,5.77,1.5200000000000002
10/26/2001,5.77,1.5200000000000002
10/26/2001,5.77,1.5200000000000002
10/29/2001,5.77,1.5200000000000002
10/29/2001,5.77,1.5200000000000002
10/30/2001,5.77,1.5200000000000002
10/30/2001,5.77,1.5200000000000002
10/31/2001,5.77,1.5200000000000002
10/31/2001,5.77,1.5200000000000002
11/01/2001,5.77,1.5200000000000002
11/01/2001,5.77,1.5200000000000002
11/02/2001,5.77,1.5200000000000002
11/02/2001,5.77,1.5200000000000002
11/05/2001,5.77,1.5200000000000002
11/05/2001,5.77,1.5200000000000002
11/06/2001,5.77,1.5200000000000002
11/06/2001,5.77,1.5200000000000002
11/07/2001,5.77,1.5200000000000002
11/07/2001,5.77,1.5200000000000002
11/08/2001,5.99,1.5200000000000002
11/08/2001,5.99,1.5200000000000002
11/09/2001,5.96,1.5200000000000002
11/09/2001,5.96,1.5200000000000002
11/12/2001,5.96,1.5200000000000002
11/12/2001,5.96,1.5200000000000002
11/13/2001,5.96,1.5200000000000002
11/13/2001,5.96,1.5200000000000002
11/14/2001,6.17,1.5200000000000002
11/14/2001,6.19,1.5200000000000002
11/15/2001,6.19,1.5200000000000002
11/15/2001,6.16,1.5200000000000002
11/16/2001,6.16,1.5200000000000002
11/16/2001,6.16,1.5200000000000002
11/19/2001,6.16,1.5200000000000002
11/19/2001,6.16,1.5200000000000002
11/20/2001,6.16,1.5200000000000002
11/20/2001,6.16,1.5200000000000002
11/21/2001,6.16,1.5200000000000002
11/21/2001,6.16,1.5200000000000002
11/23/2001,6.09,1.5200000000000002
11/23/2001,6.09,1.5200000000000002
11/26/2001,6.09,1.5200000000000002
11/26/2001,6.09,1.5200000000000002
11/27/2001,6.09,1.5200000000000002
11/27/2001,6.09,1.5200000000000002
11/28/2001,6.09,1.5200000000000002
11/28/2001,6.09,1.5200000000000002
11/29/2001,6.09,1.5200000000000002
11/29/2001,6.09,1.5200000000000002
11/30/2001,6.09,1.5200000000000002
11/30/2001,6.09,1.5200000000000002
12/03/2001,6.09,1.5200000000000002
12/03/2001,6.09,1.5200000000000002
12/04/2001,6.09,1.5200000000000002
12/04/2001,6.09,1.5200000000000002
12/05/2001,6.14,1.5200000000000002
12/05/2001,6.25,1.5200000000000002
12/06/2001,6.26,1.5200000000000002
12/06/2001,6.26,1.5200000000000002
12/07/2001,6.26,1.5200000000000002
12/07/2001,6.26,1.5200000000000002
12/10/2001,6.28,1.5200000000000002
12/10/2001,6.28,1.5200000000000002
12/11/2001,6.21,1.5200000000000002
12/11/2001,6.21,1.5200000000000002
12/12/2001,6.31,1.5200000000000002
12/12/2001,6.31,1.5200000000000002
12/13/2001,6.31,1.5200000000000002
12/13/2001,6.31,1.5200000000000002
12/14/2001,6.31,1.5200000000000002
12/14/2001,6.31,1.5200000000000002
12/17/2001,6.31,1.5200000000000002
12/17/2001,6.31,1.5200000000000002
12/18/2001,6.31,1.5200000000000002
12/18/2001,6.31,1.5200000000000002
12/19/2001,6.43,1.5200000000000002
12/19/2001,6.45,1.5200000000000002
12/20/2001,6.45,1.5200000000000002
12/20/2001,6.45,1.5200000000000002
12/21/2001,6.34,1.5200000000000002
12/21/2001,6.34,1.5200000000000002
12/24/2001,6.06,1.5200000000000002
12/24/2001,6.06,1.5200000000000002
12/26/2001,6.06,1.5200000000000002
12/26/2001,6.06,1.5200000000000002
12/27/2001,6.06,1.5200000000000002
12/27/2001,6.06,1.5200000000000002
12/28/2001,6.2,1.3
12/28/2001,6.2,1.3
12/31/2001,6.2,1.3
12/31/2001,6.2,1.3
01/02/2002,6.2,1.3
01/02/2002,6.2,1.3
01/03/2002,6.2,1.3
01/03/2002,6.2,1.3
01/04/2002,6.2,1.3
01/04/2002,6.2,1.3
01/07/2002,6.2,1.3
01/07/2002,6.2,1.3
01/08/2002,6.2,1.3
01/08/2002,6.2,1.3
01/09/2002,6.23,1.3
01/09/2002,6.28,1.3
01/10/2002,6.28,1.3
01/10/2002,6.28,1.3
01/11/2002,6.28,1.3
01/11/2002,6.28,1.3
01/14/2002,6.23,1.3
01/14/2002,6.23,1.3
01/15/2002,6.19,1.3
01/15/2002,6.1,1.3
01/16/2002,6.1,1.3
01/16/2002,6.1,1.3
01/17/2002,6.1,1.3
01/17/2002,6.1,1.3
01/18/2002,6.1,1.3
01/18/2002,6.1,1.3
01/22/2002,6.1,1.3
01/22/2002,6.1,1.3
01/23/2002,6.1,1.3
01/23/2002,6.1,1.3
01/24/2002,6.1,1.3
01/24/2002,6.1,1.3
01/25/2002,6.1,1.3
01/25/2002,6.1,1.3
01/28/2002,6.2,1.3
01/28/2002,6.2,1.3
01/29/2002,6.27,1.3
01/29/2002,6.27,1.3
01/30/2002,6.27,1.3
01/30/2002,6.27,1.3
01/31/2002,6.27,1.3
01/31/2002,6.27,1.3
02/01/2002,6.27,1.3
02/01/2002,6.27,1.3
02/04/2002,6.27,1.3
02/04/2002,6.27,1.3
02/05/2002,6.11,1.3
02/05/2002,6.08,1.3
02/06/2002,6.08,1.3
02/06/2002,6.08,1.3
02/07/2002,5.92,1.3
02/07/2002,5.92,1.3
02/08/2002,5.92,1.3
02/08/2002,5.92,1.3
02/11/2002,5.92,1.3
02/11/2002,5.94,1.3
02/12/2002,5.98,1.3
02/12/2002,5.98,1.3
02/13/2002,5.95,1.3
02/13/2002,5.95,1.3
02/14/2002,5.91,1.3
02/14/2002,5.91,1.3
02/15/2002,5.91,1.3
02/15/2002,5.91,1.3
02/19/2002,5.91,1.3
02/19/2002,5.91,1.3
02/20/2002,5.91,1.3
02/20/2002,5.91,1.3
02/21/2002,5.91,1.3
02/21/2002,5.91,1.3
02/22/2002,5.91,1.3
02/22/2002,5.91,1.3
02/25/2002,5.94,1.3
02/25/2002,5.94,1.3
02/26/2002,5.98,1.3
02/26/2002,6.0,1.3
02/27/2002,6.13,1.3
02/27/2002,6.13,1.3
02/28/2002,6.13,1.3
02/28/2002,6.13,1.3
03/01/2002,6.13,1.3
03/01/2002,6.13,1.3
03/04/2002,6.13,1.3
03/04/2002,6.13,1.3
03/05/2002,6.13,1.3
03/05/2002,6.13,1.3
03/06/2002,6.49,1.3
03/06/2002,6.58,1.3
03/07/2002,6.68,1.3
03/07/2002,6.69,1.3
03/08/2002,6.73,1.3
03/08/2002,6.73,1.3
03/11/2002,6.73,1.3
03/11/2002,6.73,1.3
03/12/2002,6.56,1.3
03/12/2002,6.56,1.3
03/13/2002,6.49,1.3
03/13/2002,6.49,1.3
03/14/2002,6.49,1.3
03/14/2002,6.49,1.3
03/15/2002,6.49,1.3
03/15/2002,6.49,1.3
03/18/2002,6.49,1.3
03/18/2002,6.49,1.3
03/19/2002,6.63,1.3
03/19/2002,6.63,1.3
03/20/2002,6.63,1.3
03/20/2002,6.63,1.3
03/21/2002,6.64,1.3
03/21/2002,6.68,1.3
03/22/2002,6.68,1.3
03/22/2002,6.68,1.3
03/25/2002,6.68,1.3
03/25/2002,6.68,1.3
03/26/2002,6.68,1.3
03/26/2002,6.68,1.3
03/27/2002,6.78,1.3
03/27/2002,6.78,1.3
03/28/2002,6.86,1.222
03/28/2002,6.86,1.222
04/01/2002,6.84,1.222
04/01/2002,6.84,1.222
04/02/2002,6.82,1.222
04/02/2002,6.82,1.222
04/03/2002,6.82,1.222
04/03/2002,6.82,1.222
04/04/2002,6.82,1.222
04/04/2002,6.82,1.222
04/05/2002,6.82,1.222
04/05/2002,6.82,1.222
04/08/2002,6.82,1.222
04/08/2002,6.82,1.222
04/09/2002,6.91,1.222
04/09/2002,6.91,1.222
04/10/2002,6.91,1.222
04/10/2002,6.91,1.222
04/11/2002,6.91,1.222
04/11/2002,6.91,1.222
04/12/2002,6.91,1.222
04/12/2002,6.91,1.222
04/15/2002,7.14,1.222
04/15/2002,7.14,1.222
04/16/2002,7.14,1.222
04/16/2002,7.14,1.222
04/17/2002,7.09,1.222
04/17/2002,7.09,1.222
04/18/2002,7.09,1.222
04/18/2002,7.09,1.222
04/19/2002,7.09,1.222
04/19/2002,7.09,1.222
04/22/2002,7.09,1.222
04/22/2002,7.09,1.222
04/23/2002,7.09,1.222
04/23/2002,7.09,1.222
04/24/2002,7.09,1.222
04/24/2002,7.09,1.222
04/25/2002,7.09,1.222
04/25/2002,7.09,1.222
04/26/2002,7.09,1.222
04/26/2002,7.09,1.222
04/29/2002,7.09,1.222
04/29/2002,7.09,1.222
04/30/2002,7.07,1.222
04/30/2002,7.01,1.222
05/01/2002,7.01,1.222
05/01/2002,7.01,1.222
05/02/2002,7.01,1.222
05/02/2002,7.01,1.222
05/03/2002,7.01,1.222
05/03/2002,7.01,1.222
05/06/2002,7.01,1.222
05/06/2002,7.01,1.222
05/07/2002,7.01,1.222
05/07/2002,7.01,1.222
05/08/2002,7.01,1.222
05/08/2002,7.01,1.222
05/09/2002,7.01,1.222
05/09/2002,7.01,1.222
05/10/2002,7.01,1.222
05/10/2002,7.01,1.222
05/13/2002,7.14,1.222
05/13/2002,7.14,1.222
05/14/2002,7.16,1.222
05/14/2002,7.16,1.222
05/15/2002,7.17,1.222
05/15/2002,7.17,1.222
05/16/2002,7.28,1.222
05/16/2002,7.28,1.222
05/17/2002,7.26,1.222
05/17/2002,7.26,1.222
05/20/2002,7.26,1.222
05/20/2002,7.24,1.222
05/21/2002,7.24,1.222
05/21/2002,7.24,1.222
05/22/2002,7.19,1.222
05/22/2002,7.19,1.222
05/23/2002,7.03,1.222
05/23/2002,6.98,1.222
05/24/2002,7.12,1.222
05/24/2002,7.12,1.222
05/28/2002,7.11,1.222
05/28/2002,7.11,1.222
05/29/2002,7.36,1.222
05/29/2002,7.36,1.222
05/30/2002,7.35,1.222
05/30/2002,7.35,1.222
05/31/2002,7.31,1.222
05/31/2002,7.31,1.222
06/03/2002,7.31,1.222
06/03/2002,7.31,1.222
06/04/2002,7.31,1.222
06/04/2002,7.31,1.222
06/05/2002,7.31,1.222
06/05/2002,7.31,1.222
06/06/2002,7.28,1.222
06/06/2002,7.27,1.222
06/07/2002,7.21,1.222
06/07/2002,7.24,1.222
06/10/2002,7.22,1.222
06/10/2002,7.12,1.222
06/11/2002,7.07,1.222
06/11/2002,7.06,1.222
06/12/2002,7.1,1.222
06/12/2002,7.12,1.222
06/13/2002,7.11,1.222
06/13/2002,6.99,1.222
06/14/2002,6.91,1.222
06/14/2002,6.92,1.222
06/17/2002,6.93,1.222
06/17/2002,6.97,1.222
06/18/2002,6.99,1.222
06/18/2002,6.95,1.222
06/19/2002,6.99,1.222
06/19/2002,6.95,1.222
06/20/2002,6.96,1.222
06/20/2002,6.92,1.222
06/21/2002,6.92,1.222
06/21/2002,6.84,1.222
06/24/2002,6.81,1.222
06/24/2002,6.8,1.222
06/25/2002,6.86,1.222
06/25/2002,6.86,1.222
06/26/2002,6.8,1.222
06/26/2002,6.69,1.222
06/27/2002,6.74,1.222
06/27/2002,6.84,1.222
06/28/2002,6.93,1.157
06/28/2002,7.03,1.157
07/01/2002,7.05,1.157
07/01/2002,7.09,1.157
07/02/2002,6.93,1.157
07/02/2002,6.89,1.157
07/03/2002,6.9,1.157
07/03/2002,6.88,1.157
07/05/2002,6.89,1.157
07/05/2002,6.88,1.157
07/08/2002,6.89,1.157
07/08/2002,7.03,1.157
07/09/2002,7.07,1.157
07/09/2002,7.12,1.157
07/10/2002,7.08,1.157
07/10/2002,7.02,1.157
07/11/2002,6.99,1.157
07/11/2002,6.85,1.157
07/12/2002,6.76,1.157
07/12/2002,6.69,1.157
07/15/2002,6.71,1.157
07/15/2002,6.69,1.157
07/16/2002,6.67,1.157
07/16/2002,6.66,1.157
07/17/2002,6.71,1.157
07/17/2002,6.71,1.157
07/18/2002,6.69,1.157
07/18/2002,6.69,1.157
07/19/2002,6.65,1.157
07/19/2002,6.48,1.157
07/22/2002,6.36,1.157
07/22/2002,6.32,1.157
07/23/2002,6.35,1.157
07/23/2002,6.12,1.157
07/24/2002,5.91,1.157
07/24/2002,6.22,1.157
07/25/2002,6.19,1.157
07/25/2002,6.29,1.157
07/26/2002,6.29,1.157
07/26/2002,6.24,1.157
07/29/2002,6.31,1.157
07/29/2002,6.42,1.157
07/30/2002,6.36,1.157
07/30/2002,6.47,1.157
07/31/2002,6.45,1.157
07/31/2002,6.54,1.157
08/01/2002,6.52,1.157
08/01/2002,6.59,1.157
08/02/2002,6.59,1.157
08/02/2002,6.64,1.157
08/05/2002,6.62,1.157
08/05/2002,6.59,1.157
08/06/2002,6.55,1.157
08/06/2002,6.63,1.157
08/07/2002,6.66,1.157
08/07/2002,6.64,1.157
08/08/2002,6.7,1.157
08/08/2002,6.72,1.157
08/09/2002,6.81,1.157
08/09/2002,6.79,1.157
08/12/2002,6.7,1.157
08/12/2002,6.68,1.157
08/13/2002,6.77,1.157
08/13/2002,6.69,1.157
08/14/2002,6.67,1.157
08/14/2002,6.74,1.157
08/15/2002,6.71,1.157
08/15/2002,6.65,1.157
08/16/2002,6.66,1.157
08/16/2002,6.64,1.157
08/19/2002,6.62,1.157
08/19/2002,6.65,1.157
08/20/2002,6.72,1.157
08/20/2002,6.8,1.157
08/21/2002,6.83,1.157
08/21/2002,6.85,1.157
08/22/2002,6.84,1.157
08/22/2002,6.78,1.157
08/23/2002,6.78,1.157
08/23/2002,6.75,1.157
08/26/2002,6.77,1.157
08/26/2002,6.79,1.157
08/27/2002,6.79,1.157
08/27/2002,6.49,1.157
08/28/2002,6.3,1.157
08/28/2002,6.36,1.157
08/29/2002,6.29,1.157
08/29/2002,6.32,1.157
08/30/2002,6.33,1.157
08/30/2002,6.37,1.157
09/03/2002,6.34,1.157
09/03/2002,6.28,1.157
09/04/2002,6.28,1.157
09/04/2002,6.28,1.157
09/05/2002,6.24,1.157
09/05/2002,6.29,1.157
09/06/2002,6.36,1.157
09/06/2002,6.29,1.157
09/09/2002,6.29,1.157
09/09/2002,6.33,1.157
09/10/2002,6.32,1.157
09/10/2002,6.29,1.157
09/11/2002,6.33,1.157
09/11/2002,6.36,1.157
09/12/2002,6.3,1.157
09/12/2002,6.24,1.157
09/13/2002,6.2,1.157
09/13/2002,6.2,1.157
09/16/2002,6.23,1.157
09/16/2002,6.23,1.157
09/17/2002,6.28,1.157
09/17/2002,6.22,1.157
09/18/2002,6.16,1.157
09/18/2002,6.12,1.157
09/19/2002,6.08,1.157
09/19/2002,5.97,1.157
09/20/2002,5.9,1.157
09/20/2002,5.96,1.157
09/23/2002,5.86,1.157
09/23/2002,5.76,1.157
09/24/2002,5.74,1.157
09/24/2002,5.74,1.157
09/25/2002,5.8,1.157
09/25/2002,5.88,1.157
09/26/2002,5.92,1.157
09/26/2002,5.97,1.157
09/27/2002,6.04,1.052
09/27/2002,5.92,1.052
09/30/2002,5.89,1.052
09/30/2002,6.05,1.052
10/01/2002,6.01,1.052
10/01/2002,6.16,1.052
10/02/2002,6.11,1.052
10/02/2002,6.02,1.052
10/03/2002,5.97,1.052
10/03/2002,5.88,1.052
10/04/2002,5.92,1.052
10/04/2002,5.85,1.052
10/07/2002,5.86,1.052
10/07/2002,5.8,1.052
10/08/2002,5.83,1.052
10/08/2002,5.95,1.052
10/09/2002,5.84,1.052
10/09/2002,5.71,1.052
10/10/2002,5.73,1.052
10/10/2002,5.9,1.052
10/11/2002,5.97,1.052
10/11/2002,6.03,1.052
10/14/2002,6.01,1.052
10/14/2002,6.01,1.052
10/15/2002,6.21,1.052
10/15/2002,6.41,1.052
10/16/2002,6.34,1.052
10/16/2002,6.34,1.052
10/17/2002,6.45,1.052
10/17/2002,6.53,1.052
10/18/2002,6.49,1.052
10/18/2002,6.67,1.052
10/21/2002,6.68,1.052
10/21/2002,6.82,1.052
10/22/2002,6.78,1.052
10/22/2002,6.44,1.052
10/23/2002,6.42,1.052
10/23/2002,6.43,1.052
10/24/2002,6.47,1.052
10/24/2002,6.6,1.052
10/25/2002,6.64,1.052
10/25/2002,6.64,1.052
10/28/2002,6.75,1.052
10/28/2002,6.74,1.052
10/29/2002,6.62,1.052
10/29/2002,6.51,1.052
10/30/2002,6.47,1.052
10/30/2002,6.45,1.052
10/31/2002,6.44,1.052
10/31/2002,6.33,1.052
11/01/2002,6.29,1.052
11/01/2002,6.42,1.052
11/04/2002,6.46,1.052
11/04/2002,6.6,1.052
11/05/2002,6.29,1.052
11/05/2002,6.4,1.052
11/06/2002,6.36,1.052
11/06/2002,6.32,1.052
11/07/2002,6.29,1.052
11/07/2002,6.3,1.052
11/08/2002,6.26,1.052
11/08/2002,6.3,1.052
11/11/2002,6.3,1.052
11/11/2002,6.23,1.052
11/12/2002,6.24,1.052
11/12/2002,6.25,1.052
11/13/2002,6.24,1.052
11/13/2002,6.24,1.052
11/14/2002,6.28,1.052
11/14/2002,6.29,1.052
11/15/2002,6.25,1.052
11/15/2002,6.22,1.052
11/18/2002,6.24,1.052
11/18/2002,6.21,1.052
11/19/2002,6.15,1.052
11/19/2002,6.16,1.052
11/20/2002,6.18,1.052
11/20/2002,6.22,1.052
11/21/2002,6.27,1.052
11/21/2002,6.4,1.052
11/22/2002,6.35,1.052
11/22/2002,6.62,1.052
11/25/2002,6.66,1.052
11/25/2002,6.75,1.052
11/26/2002,6.77,1.052
11/26/2002,6.59,1.052
11/27/2002,6.62,1.052
11/27/2002,6.69,1.052
11/29/2002,6.72,1.052
11/29/2002,6.78,1.052
12/02/2002,6.77,1.052
12/02/2002,6.73,1.052
12/03/2002,6.68,1.052
12/03/2002,6.77,1.052
12/04/2002,6.76,1.052
12/04/2002,6.79,1.052
12/05/2002,6.77,1.052
12/05/2002,6.73,1.052
12/06/2002,6.7,1.052
12/06/2002,6.76,1.052
12/09/2002,6.82,1.052
12/09/2002,6.85,1.052
12/10/2002,6.87,1.052
12/10/2002,6.98,1.052
12/11/2002,7.0,1.052
12/11/2002,7.07,1.052
12/12/2002,7.1,1.052
12/12/2002,7.24,1.052
12/13/2002,7.17,1.052
12/13/2002,7.25,1.052
12/16/2002,7.29,1.052
12/16/2002,7.31,1.052
12/17/2002,7.33,1.052
12/17/2002,7.27,1.052
12/18/2002,7.3,1.052
12/18/2002,7.23,1.052
12/19/2002,7.26,1.052
12/19/2002,7.25,1.052
12/20/2002,7.28,1.052
12/20/2002,7.3,1.052
12/23/2002,7.34,1.052
12/23/2002,7.38,1.052
12/24/2002,7.38,1.052
12/24/2002,7.38,1.052
12/26/2002,7.41,1.052
12/26/2002,7.42,1.052
12/27/2002,7.32,1.052
12/27/2002,7.2,1.052
12/30/2002,7.19,1.052
12/30/2002,7.21,1.052
12/31/2002,7.22,1.052
12/31/2002,7.19,1.052
01/02/2003,7.22,1.052
01/02/2003,7.32,1.052
01/03/2003,7.41,0.9674
01/03/2003,7.45,0.9674
01/06/2003,7.54,0.9674
01/06/2003,7.58,0.9674
01/07/2003,7.59,0.9674
01/07/2003,7.55,0.9674
01/08/2003,7.56,0.9674
01/08/2003,7.38,0.9674
01/09/2003,7.45,0.9674
01/09/2003,7.4,0.9674
01/10/2003,7.4,0.9674
01/10/2003,7.41,0.9674
01/13/2003,7.43,0.9674
01/13/2003,7.36,0.9674
01/14/2003,7.36,0.9674
01/14/2003,7.28,0.9674
01/15/2003,7.3,0.9674
01/15/2003,7.25,0.9674
01/16/2003,7.28,0.9674
01/16/2003,7.34,0.9674
01/17/2003,7.29,0.9674
01/17/2003,7.33,0.9674
01/21/2003,7.35,0.9674
01/21/2003,7.27,0.9674
01/22/2003,7.29,0.9674
01/22/2003,7.28,0.9674
01/23/2003,7.37,0.9674
01/23/2003,7.37,0.9674
01/24/2003,7.36,0.9674
01/24/2003,7.32,0.9674
01/27/2003,7.32,0.9674
01/27/2003,7.19,0.9674
01/28/2003,7.22,0.9674
01/28/2003,7.14,0.9674
01/29/2003,7.15,0.9674
01/29/2003,7.16,0.9674
01/30/2003,7.16,0.9674
01/30/2003,7.18,0.9674
01/31/2003,7.17,0.9674
01/31/2003,7.28,0.9674
02/03/2003,7.27,0.9674
02/03/2003,7.28,0.9674
02/04/2003,7.24,0.9674
02/04/2003,7.32,0.9674
02/05/2003,7.31,0.9674
02/05/2003,7.29,0.9674
02/06/2003,7.26,0.9674
02/06/2003,7.24,0.9674
02/07/2003,7.25,0.9674
02/07/2003,7.23,0.9674
02/10/2003,7.24,0.9674
02/10/2003,7.14,0.9674
02/11/2003,7.15,0.9674
02/11/2003,7.22,0.9674
02/12/2003,7.22,0.9674
02/12/2003,7.2,0.9674
02/13/2003,7.22,0.9674
02/13/2003,7.26,0.9674
02/14/2003,7.27,0.9674
02/14/2003,7.27,0.9674
